id,data_pedido,cliente,produto,categoria,vendedor,regiao,qtd,valor_unitario,valor_total,status,prazo_dias,entrega_dias
211,2024-05-07,Cliente J,Cadeira Ergonômica,Mobiliário,Ana Silva,Sul,3,916.41,2749.24,Em trânsito,11,
923,2024-05-07,Cliente A,Mesa Standing,Mobiliário,Ana Silva,Sudeste,1,1363.25,1363.25,Entregue,10,15
799,2024-05-07,Cliente P,"Monitor 27""",Eletrônicos,Carlos Lima,Centro-Oeste,5,1147.13,5735.65,Entregue,8,6
203,2024-05-08,Cliente I,Cadeira Ergonômica,Mobiliário,Bruno Costa,Norte,4,854.58,3418.32,Entregue,5,8
343,2024-05-09,Cliente S,Webcam HD,Periféricos,Ana Silva,Sul,5,200.51,1002.57,Em trânsito,12,
779,2024-05-09,Cliente R,Webcam HD,Periféricos,Diana Santos,Sul,1,175.26,175.26,Entregue,11,10
810,2024-05-09,Cliente J,Mesa Standing,Mobiliário,Bruno Costa,Norte,3,1522.87,4568.61,Entregue,12,10
872,2024-05-09,Cliente F,Webcam HD,Periféricos,Eduardo Rocha,Nordeste,3,181.89,545.68,Em trânsito,7,
1056,2024-05-10,Cliente H,"Monitor 27""",Eletrônicos,Carlos Lima,Centro-Oeste,1,1134.44,1134.44,Em trânsito,3,
982,2024-05-10,Cliente A,Notebook Pro,Eletrônicos,Eduardo Rocha,Centro-Oeste,3,3037.25,9111.74,Entregue,5,3
69,2024-05-10,Cliente C,SSD 1TB,Eletrônicos,Carlos Lima,Norte,1,405.15,405.15,Entregue,14,18
378,2024-05-11,Cliente A,"Monitor 27""",Eletrônicos,Carlos Lima,Norte,4,1031.1,4124.41,Cancelado,9,
980,2024-05-11,Cliente F,SSD 1TB,Eletrônicos,Eduardo Rocha,Centro-Oeste,1,419.82,419.82,Em trânsito,12,
98,2024-05-11,Cliente Q,SSD 1TB,Eletrônicos,Diana Santos,Sudeste,3,386.27,1158.82,Entregue,4,8
653,2024-05-12,Cliente P,Notebook Pro,Eletrônicos,Bruno Costa,Sul,2,3296.78,6593.56,Cancelado,14,
667,2024-05-12,Cliente G,Webcam HD,Periféricos,Carlos Lima,Sul,3,174.36,523.07,Entregue,10,14
1041,2024-05-12,Cliente F,SSD 1TB,Eletrônicos,Eduardo Rocha,Sul,4,393.82,1575.3,Cancelado,8,
477,2024-05-13,Cliente M,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,1,912.07,912.07,Entregue,6,9
1141,2024-05-13,Cliente T,SSD 1TB,Eletrônicos,Eduardo Rocha,Sul,5,426.91,2134.54,Entregue,8,6
729,2024-05-13,Cliente H,Webcam HD,Periféricos,Ana Silva,Sudeste,5,187.51,937.56,Cancelado,12,
276,2024-05-13,Cliente S,Cadeira Ergonômica,Mobiliário,Ana Silva,Nordeste,5,853.75,4268.74,Em trânsito,12,
288,2024-05-13,Cliente S,Notebook Pro,Eletrônicos,Bruno Costa,Centro-Oeste,1,2918.43,2918.43,Entregue,11,12
1166,2024-05-14,Cliente A,Teclado Mecânico,Periféricos,Bruno Costa,Norte,4,270.46,1081.84,Entregue,13,14
962,2024-05-14,Cliente P,SSD 1TB,Eletrônicos,Diana Santos,Nordeste,3,422.26,1266.77,Entregue,4,4
121,2024-05-14,Cliente L,Teclado Mecânico,Periféricos,Bruno Costa,Nordeste,2,253.22,506.44,Entregue,11,14
403,2024-05-15,Cliente B,Mesa Standing,Mobiliário,Bruno Costa,Sudeste,5,1437.21,7186.05,Cancelado,6,
861,2024-05-15,Cliente D,Headset Gamer,Periféricos,Ana Silva,Centro-Oeste,1,330.88,330.88,Entregue,5,9
107,2024-05-15,Cliente N,Webcam HD,Periféricos,Carlos Lima,Nordeste,5,179.02,895.08,Entregue,3,6
225,2024-05-15,Cliente L,Webcam HD,Periféricos,Diana Santos,Centro-Oeste,1,208.69,208.69,Entregue,5,8
636,2024-05-16,Cliente Q,"Monitor 27""",Eletrônicos,Carlos Lima,Norte,3,1035.77,3107.3,Entregue,11,11
101,2024-05-16,Cliente O,Teclado Mecânico,Periféricos,Ana Silva,Centro-Oeste,1,301.62,301.62,Entregue,14,19
1144,2024-05-16,Cliente P,"Monitor 27""",Eletrônicos,Eduardo Rocha,Norte,1,1045.96,1045.96,Cancelado,10,
353,2024-05-16,Cliente R,Notebook Pro,Eletrônicos,Bruno Costa,Sudeste,2,3433.67,6867.34,Entregue,13,13
36,2024-05-17,Cliente S,Webcam HD,Periféricos,Bruno Costa,Norte,1,186.55,186.55,Em trânsito,5,
871,2024-05-17,Cliente E,Notebook Pro,Eletrônicos,Bruno Costa,Centro-Oeste,3,2889.31,8667.92,Entregue,12,16
1072,2024-05-18,Cliente L,Cadeira Ergonômica,Mobiliário,Ana Silva,Norte,4,960.05,3840.22,Entregue,12,15
896,2024-05-18,Cliente T,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sul,2,819.65,1639.29,Entregue,6,5
312,2024-05-19,Cliente R,Mesa Standing,Mobiliário,Bruno Costa,Nordeste,1,1530.46,1530.46,Entregue,12,15
710,2024-05-19,Cliente T,Cadeira Ergonômica,Mobiliário,Ana Silva,Nordeste,3,842.07,2526.22,Em trânsito,13,
1108,2024-05-20,Cliente P,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,4,1061.81,4247.25,Entregue,5,9
575,2024-05-21,Cliente Q,Headset Gamer,Periféricos,Ana Silva,Norte,1,291.05,291.05,Cancelado,10,
84,2024-05-22,Cliente F,Headset Gamer,Periféricos,Bruno Costa,Sul,4,334.56,1338.26,Entregue,5,9
734,2024-05-22,Cliente B,Notebook Pro,Eletrônicos,Eduardo Rocha,Sudeste,2,3145.49,6290.97,Entregue,4,7
893,2024-05-22,Cliente M,Cadeira Ergonômica,Mobiliário,Ana Silva,Centro-Oeste,4,892.73,3570.94,Entregue,4,8
202,2024-05-23,Cliente L,Teclado Mecânico,Periféricos,Carlos Lima,Sul,4,294.27,1177.07,Cancelado,14,
874,2024-05-23,Cliente T,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Sudeste,1,927.06,927.06,Cancelado,5,
1105,2024-05-24,Cliente N,Cadeira Ergonômica,Mobiliário,Diana Santos,Sudeste,4,916.29,3665.14,Entregue,4,4
213,2024-05-24,Cliente S,SSD 1TB,Eletrônicos,Diana Santos,Centro-Oeste,4,383.27,1533.08,Entregue,8,12
452,2024-05-24,Cliente Q,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sul,2,1129.06,2258.12,Entregue,3,6
854,2024-05-25,Cliente Q,Webcam HD,Periféricos,Ana Silva,Sul,2,200.94,401.89,Entregue,10,15
451,2024-05-25,Cliente F,Cadeira Ergonômica,Mobiliário,Diana Santos,Sudeste,1,830.68,830.68,Cancelado,11,
860,2024-05-25,Cliente J,Teclado Mecânico,Periféricos,Eduardo Rocha,Sul,2,300.14,600.28,Entregue,11,9
383,2024-05-27,Cliente P,Notebook Pro,Eletrônicos,Bruno Costa,Sudeste,3,3113.93,9341.8,Entregue,11,14
1074,2024-05-27,Cliente I,SSD 1TB,Eletrônicos,Carlos Lima,Centro-Oeste,5,450.51,2252.54,Cancelado,12,
752,2024-05-27,Cliente M,Teclado Mecânico,Periféricos,Carlos Lima,Nordeste,4,274.5,1097.98,Entregue,7,8
1063,2024-05-27,Cliente F,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sul,3,995.77,2987.31,Entregue,8,10
1195,2024-05-28,Cliente H,Cadeira Ergonômica,Mobiliário,Diana Santos,Nordeste,5,967.75,4838.77,Entregue,5,10
853,2024-05-28,Cliente J,SSD 1TB,Eletrônicos,Eduardo Rocha,Sudeste,4,461.53,1846.13,Cancelado,11,
668,2024-05-29,Cliente K,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Centro-Oeste,4,951.17,3804.67,Cancelado,4,
105,2024-05-29,Cliente D,"Monitor 27""",Eletrônicos,Carlos Lima,Nordeste,2,1095.13,2190.26,Entregue,4,4
270,2024-05-29,Cliente C,Notebook Pro,Eletrônicos,Bruno Costa,Sudeste,2,3133.88,6267.75,Cancelado,6,
598,2024-05-29,Cliente N,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Nordeste,1,880.27,880.27,Entregue,14,15
1015,2024-05-29,Cliente F,Teclado Mecânico,Periféricos,Bruno Costa,Centro-Oeste,5,298.01,1490.05,Em trânsito,3,
135,2024-05-29,Cliente D,Cadeira Ergonômica,Mobiliário,Carlos Lima,Norte,1,958.36,958.36,Entregue,11,9
1114,2024-05-29,Cliente T,Cadeira Ergonômica,Mobiliário,Ana Silva,Norte,3,916.95,2750.84,Entregue,6,6
1018,2024-05-29,Cliente J,Teclado Mecânico,Periféricos,Carlos Lima,Norte,1,284.99,284.99,Cancelado,6,
1076,2024-05-29,Cliente E,Cadeira Ergonômica,Mobiliário,Ana Silva,Nordeste,1,826.81,826.81,Entregue,12,14
56,2024-05-29,Cliente E,Webcam HD,Periféricos,Carlos Lima,Norte,4,188.01,752.02,Em trânsito,7,
421,2024-05-30,Cliente F,Mesa Standing,Mobiliário,Bruno Costa,Nordeste,5,1480.48,7402.38,Entregue,14,18
536,2024-05-30,Cliente B,Notebook Pro,Eletrônicos,Eduardo Rocha,Centro-Oeste,3,3259.87,9779.6,Entregue,9,9
822,2024-05-30,Cliente A,Headset Gamer,Periféricos,Diana Santos,Nordeste,1,288.12,288.12,Entregue,5,4
490,2024-05-30,Cliente E,Mesa Standing,Mobiliário,Carlos Lima,Norte,3,1377.32,4131.95,Em trânsito,3,
52,2024-05-31,Cliente T,Webcam HD,Periféricos,Carlos Lima,Centro-Oeste,4,198.29,793.17,Entregue,13,11
679,2024-05-31,Cliente C,Webcam HD,Periféricos,Carlos Lima,Sul,2,194.26,388.52,Entregue,11,16
26,2024-06-01,Cliente K,Headset Gamer,Periféricos,Ana Silva,Nordeste,1,311.19,311.19,Cancelado,13,
333,2024-06-01,Cliente G,Headset Gamer,Periféricos,Bruno Costa,Sudeste,1,331.45,331.45,Entregue,10,15
1001,2024-06-02,Cliente D,Notebook Pro,Eletrônicos,Ana Silva,Centro-Oeste,3,3433.55,10300.65,Em trânsito,14,
184,2024-06-02,Cliente J,Cadeira Ergonômica,Mobiliário,Diana Santos,Centro-Oeste,5,874.79,4373.97,Em trânsito,14,
981,2024-06-02,Cliente A,Notebook Pro,Eletrônicos,Carlos Lima,Norte,4,3136.14,12544.54,Cancelado,11,
1171,2024-06-02,Cliente Q,Cadeira Ergonômica,Mobiliário,Ana Silva,Sul,3,866.6,2599.81,Cancelado,13,
510,2024-06-03,Cliente S,Notebook Pro,Eletrônicos,Carlos Lima,Centro-Oeste,1,3199.73,3199.73,Entregue,13,12
551,2024-06-04,Cliente Q,"Monitor 27""",Eletrônicos,Ana Silva,Sul,1,1174.68,1174.68,Em trânsito,5,
670,2024-06-04,Cliente I,Headset Gamer,Periféricos,Bruno Costa,Nordeste,1,308.09,308.09,Em trânsito,6,
1193,2024-06-05,Cliente H,SSD 1TB,Eletrônicos,Diana Santos,Nordeste,4,410.74,1642.96,Cancelado,13,
433,2024-06-05,Cliente K,SSD 1TB,Eletrônicos,Diana Santos,Centro-Oeste,2,384.12,768.24,Cancelado,9,
192,2024-06-05,Cliente P,"Monitor 27""",Eletrônicos,Eduardo Rocha,Nordeste,4,1204.91,4819.65,Em trânsito,13,
1037,2024-06-05,Cliente I,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,1,1190.55,1190.55,Entregue,14,19
1008,2024-06-05,Cliente H,Webcam HD,Periféricos,Diana Santos,Norte,5,177.62,888.09,Em trânsito,12,
1111,2024-06-06,Cliente F,Cadeira Ergonômica,Mobiliário,Bruno Costa,Nordeste,4,933.46,3733.83,Cancelado,12,
278,2024-06-06,Cliente B,Headset Gamer,Periféricos,Eduardo Rocha,Nordeste,1,329.66,329.66,Entregue,9,13
867,2024-06-07,Cliente B,Cadeira Ergonômica,Mobiliário,Carlos Lima,Norte,5,975.81,4879.06,Entregue,11,16
1133,2024-06-07,Cliente G,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,4,890.28,3561.12,Entregue,4,7
143,2024-06-07,Cliente N,SSD 1TB,Eletrônicos,Carlos Lima,Norte,4,445.32,1781.27,Em trânsito,9,
422,2024-06-07,Cliente D,Webcam HD,Periféricos,Ana Silva,Centro-Oeste,1,196.9,196.9,Cancelado,14,
838,2024-06-07,Cliente Q,Notebook Pro,Eletrônicos,Ana Silva,Centro-Oeste,3,3254.39,9763.17,Entregue,11,10
817,2024-06-08,Cliente P,Cadeira Ergonômica,Mobiliário,Diana Santos,Norte,3,861.54,2584.63,Cancelado,4,
216,2024-06-09,Cliente S,Teclado Mecânico,Periféricos,Eduardo Rocha,Nordeste,1,288.45,288.45,Entregue,12,10
303,2024-06-09,Cliente I,Notebook Pro,Eletrônicos,Bruno Costa,Sudeste,2,3236.03,6472.05,Cancelado,12,
358,2024-06-09,Cliente F,Cadeira Ergonômica,Mobiliário,Ana Silva,Norte,4,971.51,3886.03,Entregue,7,5
1107,2024-06-09,Cliente S,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Norte,2,844.19,1688.39,Cancelado,6,
983,2024-06-10,Cliente R,SSD 1TB,Eletrônicos,Carlos Lima,Centro-Oeste,2,385.43,770.86,Em trânsito,11,
166,2024-06-10,Cliente K,Teclado Mecânico,Periféricos,Eduardo Rocha,Sul,2,295.86,591.73,Entregue,5,9
185,2024-06-10,Cliente S,"Monitor 27""",Eletrônicos,Bruno Costa,Sudeste,1,1077.6,1077.6,Entregue,13,15
1070,2024-06-10,Cliente D,Teclado Mecânico,Periféricos,Diana Santos,Sul,3,288.92,866.75,Cancelado,7,
1116,2024-06-11,Cliente N,"Monitor 27""",Eletrônicos,Eduardo Rocha,Centro-Oeste,3,1154.55,3463.66,Cancelado,10,
845,2024-06-11,Cliente Q,Mesa Standing,Mobiliário,Carlos Lima,Norte,2,1591.61,3183.22,Em trânsito,6,
425,2024-06-11,Cliente E,Mesa Standing,Mobiliário,Eduardo Rocha,Sudeste,4,1476.88,5907.5,Entregue,7,10
430,2024-06-12,Cliente H,Teclado Mecânico,Periféricos,Eduardo Rocha,Nordeste,5,270.54,1352.71,Cancelado,10,
496,2024-06-12,Cliente Q,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sudeste,1,1209.35,1209.35,Entregue,5,6
895,2024-06-12,Cliente S,"Monitor 27""",Eletrônicos,Eduardo Rocha,Sul,1,1061.92,1061.92,Em trânsito,13,
948,2024-06-12,Cliente C,Cadeira Ergonômica,Mobiliário,Diana Santos,Sudeste,4,938.19,3752.76,Em trânsito,4,
301,2024-06-12,Cliente H,Mesa Standing,Mobiliário,Diana Santos,Sul,4,1411.98,5647.92,Entregue,14,18
1112,2024-06-12,Cliente P,Teclado Mecânico,Periféricos,Bruno Costa,Centro-Oeste,3,264.0,792.01,Entregue,4,6
373,2024-06-13,Cliente A,"Monitor 27""",Eletrônicos,Diana Santos,Sul,1,1015.96,1015.96,Entregue,11,11
487,2024-06-14,Cliente P,Webcam HD,Periféricos,Carlos Lima,Sul,1,180.52,180.52,Entregue,10,14
379,2024-06-14,Cliente R,Teclado Mecânico,Periféricos,Diana Santos,Sudeste,4,265.02,1060.07,Entregue,7,12
731,2024-06-15,Cliente S,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Sul,2,903.09,1806.18,Entregue,11,11
103,2024-06-15,Cliente A,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sudeste,2,951.13,1902.26,Entregue,3,7
1175,2024-06-15,Cliente L,Notebook Pro,Eletrônicos,Diana Santos,Norte,4,3489.22,13956.89,Entregue,10,8
449,2024-06-15,Cliente K,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,3,914.04,2742.13,Entregue,3,2
1031,2024-06-15,Cliente J,Notebook Pro,Eletrônicos,Eduardo Rocha,Sudeste,3,3025.36,9076.07,Entregue,14,15
1062,2024-06-16,Cliente D,"Monitor 27""",Eletrônicos,Ana Silva,Nordeste,3,1128.94,3386.83,Em trânsito,8,
14,2024-06-16,Cliente K,Teclado Mecânico,Periféricos,Bruno Costa,Sudeste,5,278.72,1393.59,Em trânsito,10,
793,2024-06-16,Cliente I,Notebook Pro,Eletrônicos,Ana Silva,Nordeste,3,3038.97,9116.92,Em trânsito,5,
1157,2024-06-17,Cliente Q,Headset Gamer,Periféricos,Diana Santos,Norte,4,301.35,1205.4,Entregue,13,15
1055,2024-06-17,Cliente M,Cadeira Ergonômica,Mobiliário,Bruno Costa,Centro-Oeste,1,814.88,814.88,Em trânsito,14,
509,2024-06-18,Cliente H,Teclado Mecânico,Periféricos,Bruno Costa,Centro-Oeste,4,288.5,1154.0,Em trânsito,10,
695,2024-06-18,Cliente L,Teclado Mecânico,Periféricos,Eduardo Rocha,Centro-Oeste,4,271.86,1087.46,Entregue,8,8
112,2024-06-18,Cliente C,Cadeira Ergonômica,Mobiliário,Carlos Lima,Centro-Oeste,5,913.0,4564.99,Entregue,9,10
447,2024-06-19,Cliente K,Mesa Standing,Mobiliário,Carlos Lima,Norte,4,1453.52,5814.1,Entregue,9,7
1065,2024-06-20,Cliente P,Mesa Standing,Mobiliário,Eduardo Rocha,Nordeste,2,1537.58,3075.17,Em trânsito,3,
315,2024-06-20,Cliente J,Mesa Standing,Mobiliário,Eduardo Rocha,Norte,1,1447.26,1447.26,Entregue,8,7
1057,2024-06-20,Cliente J,Mesa Standing,Mobiliário,Carlos Lima,Sul,4,1427.22,5708.87,Entregue,4,8
464,2024-06-21,Cliente S,Headset Gamer,Periféricos,Ana Silva,Sudeste,5,294.41,1472.05,Entregue,11,15
436,2024-06-22,Cliente K,Teclado Mecânico,Periféricos,Ana Silva,Sul,3,300.98,902.94,Cancelado,9,
819,2024-06-22,Cliente F,Webcam HD,Periféricos,Ana Silva,Centro-Oeste,1,185.99,185.99,Em trânsito,3,
675,2024-06-22,Cliente L,SSD 1TB,Eletrônicos,Ana Silva,Norte,2,394.46,788.92,Entregue,5,4
909,2024-06-22,Cliente S,"Monitor 27""",Eletrônicos,Carlos Lima,Sudeste,4,1180.97,4723.89,Cancelado,4,
1012,2024-06-22,Cliente T,Cadeira Ergonômica,Mobiliário,Carlos Lima,Sul,5,856.99,4284.95,Cancelado,7,
707,2024-06-23,Cliente M,Headset Gamer,Periféricos,Carlos Lima,Nordeste,3,300.67,902.01,Entregue,13,13
760,2024-06-23,Cliente K,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sul,1,824.33,824.33,Entregue,7,8
459,2024-06-23,Cliente D,SSD 1TB,Eletrônicos,Diana Santos,Nordeste,5,422.31,2111.56,Entregue,3,7
902,2024-06-23,Cliente G,SSD 1TB,Eletrônicos,Eduardo Rocha,Sudeste,2,433.49,866.98,Em trânsito,5,
381,2024-06-23,Cliente S,Headset Gamer,Periféricos,Eduardo Rocha,Norte,2,324.02,648.04,Entregue,9,11
531,2024-06-23,Cliente P,"Monitor 27""",Eletrônicos,Diana Santos,Centro-Oeste,3,1082.16,3246.48,Entregue,14,15
505,2024-06-23,Cliente D,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Norte,4,843.74,3374.94,Entregue,14,14
133,2024-06-24,Cliente B,Mesa Standing,Mobiliário,Ana Silva,Centro-Oeste,4,1564.37,6257.49,Entregue,5,7
1,2024-06-24,Cliente N,SSD 1TB,Eletrônicos,Ana Silva,Nordeste,5,401.93,2009.64,Cancelado,3,
1068,2024-06-25,Cliente Q,Notebook Pro,Eletrônicos,Diana Santos,Nordeste,4,3110.41,12441.65,Em trânsito,6,
229,2024-06-25,Cliente H,Webcam HD,Periféricos,Eduardo Rocha,Centro-Oeste,4,172.38,689.52,Entregue,13,11
210,2024-06-25,Cliente F,SSD 1TB,Eletrônicos,Eduardo Rocha,Sudeste,4,399.09,1596.38,Entregue,7,11
206,2024-06-25,Cliente G,Cadeira Ergonômica,Mobiliário,Ana Silva,Nordeste,2,840.36,1680.72,Entregue,12,11
770,2024-06-25,Cliente J,Mesa Standing,Mobiliário,Carlos Lima,Sudeste,4,1323.37,5293.47,Entregue,11,13
899,2024-06-26,Cliente P,SSD 1TB,Eletrônicos,Bruno Costa,Sudeste,4,433.71,1734.83,Entregue,4,9
747,2024-06-26,Cliente M,Webcam HD,Periféricos,Bruno Costa,Norte,4,191.29,765.16,Em trânsito,13,
846,2024-06-26,Cliente G,Teclado Mecânico,Periféricos,Ana Silva,Sudeste,1,287.23,287.23,Entregue,7,11
335,2024-06-26,Cliente G,Webcam HD,Periféricos,Ana Silva,Centro-Oeste,1,198.23,198.23,Entregue,4,9
830,2024-06-26,Cliente T,Webcam HD,Periféricos,Ana Silva,Sudeste,3,193.7,581.1,Entregue,8,7
604,2024-06-26,Cliente J,Headset Gamer,Periféricos,Ana Silva,Sul,3,309.85,929.56,Entregue,11,11
384,2024-06-27,Cliente T,Headset Gamer,Periféricos,Ana Silva,Norte,3,306.56,919.68,Entregue,8,10
228,2024-06-27,Cliente J,Teclado Mecânico,Periféricos,Diana Santos,Sudeste,5,253.69,1268.45,Entregue,4,5
349,2024-06-27,Cliente K,Notebook Pro,Eletrônicos,Eduardo Rocha,Sudeste,3,3426.09,10278.27,Em trânsito,3,
619,2024-06-29,Cliente I,Mesa Standing,Mobiliário,Carlos Lima,Nordeste,5,1554.49,7772.47,Cancelado,8,
111,2024-06-29,Cliente S,Headset Gamer,Periféricos,Eduardo Rocha,Nordeste,5,312.37,1561.84,Entregue,3,4
792,2024-06-29,Cliente C,SSD 1TB,Eletrônicos,Ana Silva,Sudeste,5,381.13,1905.65,Em trânsito,6,
482,2024-06-29,Cliente C,"Monitor 27""",Eletrônicos,Carlos Lima,Centro-Oeste,2,1161.44,2322.87,Entregue,6,8
414,2024-06-29,Cliente J,Notebook Pro,Eletrônicos,Eduardo Rocha,Sudeste,2,3469.63,6939.27,Cancelado,14,
255,2024-06-29,Cliente F,SSD 1TB,Eletrônicos,Diana Santos,Norte,5,450.26,2251.29,Cancelado,9,
260,2024-06-30,Cliente T,SSD 1TB,Eletrônicos,Carlos Lima,Centro-Oeste,5,413.44,2067.19,Entregue,9,14
1121,2024-06-30,Cliente S,"Monitor 27""",Eletrônicos,Bruno Costa,Norte,3,1087.73,3263.19,Cancelado,8,
364,2024-06-30,Cliente D,SSD 1TB,Eletrônicos,Bruno Costa,Sul,5,406.34,2031.69,Em trânsito,3,
1176,2024-07-01,Cliente G,Cadeira Ergonômica,Mobiliário,Eduardo Rocha,Sul,4,930.45,3721.8,Cancelado,13,
579,2024-07-01,Cliente S,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,2,961.57,1923.13,Entregue,10,12
132,2024-07-01,Cliente B,SSD 1TB,Eletrônicos,Diana Santos,Nordeste,2,393.83,787.66,Entregue,5,6
292,2024-07-02,Cliente L,Mesa Standing,Mobiliário,Eduardo Rocha,Norte,1,1523.97,1523.97,Entregue,5,9
1007,2024-07-02,Cliente E,Webcam HD,Periféricos,Ana Silva,Nordeste,2,193.63,387.26,Entregue,4,4
148,2024-07-02,Cliente B,Notebook Pro,Eletrônicos,Eduardo Rocha,Sul,2,2967.96,5935.92,Cancelado,10,
175,2024-07-02,Cliente G,SSD 1TB,Eletrônicos,Bruno Costa,Nordeste,5,461.34,2306.69,Entregue,4,3
515,2024-07-02,Cliente T,Teclado Mecânico,Periféricos,Diana Santos,Centro-Oeste,2,299.02,598.04,Cancelado,5,
1142,2024-07-02,Cliente J,Teclado Mecânico,Periféricos,Carlos Lima,Sudeste,2,262.27,524.54,Entregue,13,15
27,2024-07-02,Cliente G,SSD 1TB,Eletrônicos,Eduardo Rocha,Norte,3,432.64,1297.91,Entregue,3,7
259,2024-07-03,Cliente I,SSD 1TB,Eletrônicos,Carlos Lima,Sudeste,3,411.22,1233.65,Entregue,11,12
269,2024-07-03,Cliente J,Notebook Pro,Eletrônicos,Diana Santos,Sudeste,3,3012.62,9037.85,Entregue,6,8
778,2024-07-03,Cliente T,"Monitor 27""",Eletrônicos,Carlos Lima,Norte,5,1157.75,5788.76,Entregue,12,11
1182,2024-07-03,Cliente G,Headset Gamer,Periféricos,Carlos Lima,Nordeste,2,348.15,696.29,Em trânsito,6,
869,2024-07-04,Cliente A,Webcam HD,Periféricos,Eduardo Rocha,Sul,4,192.99,771.94,Cancelado,14,
66,2024-07-04,Cliente M,Cadeira Ergonômica,Mobiliário,Bruno Costa,Centro-Oeste,4,815.38,3261.5,Em trânsito,11,
8,2024-07-04,Cliente D,"Monitor 27""",Eletrônicos,Ana Silva,Centro-Oeste,3,1192.4,3577.19,Entregue,12,14
154,2024-07-05,Cliente M,Mesa Standing,Mobiliário,Diana Santos,Sudeste,3,1353.26,4059.78,Cancelado,14,
470,2024-07-06,Cliente C,Webcam HD,Periféricos,Bruno Costa,Sul,5,205.04,1025.21,Entregue,8,10
689,2024-07-07,Cliente B,Notebook Pro,Eletrônicos,Bruno Costa,Sudeste,1,3348.23,3348.23,Entregue,12,11
540,2024-07-08,Cliente J,Notebook Pro,Eletrônicos,Ana Silva,Centro-Oeste,1,3082.53,3082.53,Entregue,9,13
30,2024-07-08,Cliente P,Webcam HD,Periféricos,Carlos Lima,Nordeste,3,175.24,525.73,Cancelado,7,
851,2024-07-09,Cliente J,Teclado Mecânico,Periféricos,Bruno Costa,Sudeste,4,306.58,1226.34,Em trânsito,11,
117,2024-07-09,Cliente R,"Monitor 27""",Eletrônicos,Ana Silva,Sudeste,4,1042.08,4168.32,Em trânsito,11,
295,2024-07-09,Cliente J,Cadeira Ergonômica,Mobiliário,Bruno Costa,Nordeste,1,908.22,908.22,Cancelado,9,
23,2024-07-10,Cliente T,SSD 1TB,Eletrônicos,Eduardo Rocha,Sudeste,2,378.37,756.74,Entregue,5,9
958,2024-07-10,Cliente H,Webcam HD,Periféricos,Carlos Lima,Norte,3,171.37,514.12,Cancelado,9,
727,2024-07-10,Cliente I,Mesa Standing,Mobiliário,Ana Silva,Norte,2,1469.49,2938.99,Entregue,5,10
1050,2024-07-10,Cliente R,Notebook Pro,Eletrônicos,Bruno Costa,Norte,5,3320.01,16600.03,Entregue,6,5
657,2024-07-10,Cliente A,Notebook Pro,Eletrônicos,Bruno Costa,Norte,2,3265.8,6531.59,Cancelado,4,
1110,2024-07-10,Cliente S,Webcam HD,Periféricos,Bruno Costa,Sul,4,174.17,696.67,Entregue,9,11
840,2024-07-11,Cliente C,Webcam HD,Periféricos,Carlos Lima,Nordeste,1,193.7,193.7,Entregue,3,4
659,2024-07-11,Cliente R,Webcam HD,Periféricos,Diana Santos,Norte,2,196.89,393.79,Em trânsito,12,
42,2024-07-11,Cliente B,Notebook Pro,Eletrônicos,Diana Santos,Sudeste,5,3050.97,15254.87,Em trânsito,9,
582,2024-07-12,Cliente K,Notebook Pro,Eletrônicos,Eduardo Rocha,Centro-Oeste,2,3363.01,6726.03,Entregue,10,11
680,2024-07-13,Cliente B,"Monitor 27""",Eletrônicos,Bruno Costa,Sudeste,1,1061.84,1061.84,Entregue,12,12
351,2024-07-13,Cliente G,Mesa Standing,Mobiliário,Bruno Costa,Norte,1,1381.46,1381.46,Em trânsito,14,
38,2024-07-14,Cliente M,Notebook Pro,Eletrônicos,Bruno Costa,Norte,5,3010.13,15050.64,Em trânsito,9,
337,2024-07-14,Cliente D,Teclado Mecânico,Periféricos,Eduardo Rocha,Centro-Oeste,3,295.15,885.45,Entregue,9,7
400,2024-07-14,Cliente N,Cadeira Ergonômica,Mobiliário,Diana Santos,Sul,2,887.23,1774.46,Entregue,13,17
1046,2024-07-14,Cliente E,Cadeira Ergonômica,Mobiliário,Bruno Costa,Sul,2,836.39,1672.79,Entregue,4,4
1140,2024-07-14,Cliente I,"Monitor 27""",Eletrônicos,Bruno Costa,Centro-Oeste,4,1189.6,4758.42,Entregue,3,4
